,dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
537,1794-10-01,9.107999999999999,1.29,,,,,,
538,1794-11-01,5.284,2.0869999999999997,,,,,,
539,1794-12-01,2.918,2.276,,,,,,
540,1795-01-01,2.7310000000000003,2.506,,,,,,
541,1795-02-01,4.39,3.3360000000000003,,,,,,
542,1795-03-01,5.709,1.959,,,,,,
543,1795-04-01,8.918,1.88,,,,,,
544,1795-05-01,11.029000000000002,2.444,,,,,,
545,1795-06-01,13.293,0.987,,,,,,
546,1795-07-01,14.295,2.165,,,,,,
547,1795-08-01,13.14,1.135,,,,,,
548,1795-09-01,11.133,1.3969999999999998,,,,,,
549,1795-10-01,7.786,2.202,,,,,,
550,1795-11-01,5.207000000000002,2.269,,,,,,
551,1795-12-01,2.573,2.24,,,,,,
552,1796-01-01,2.8440000000000003,2.096,,,,,,
553,1796-02-01,2.736,2.019,,,,,,
554,1796-03-01,3.477,2.044,,,,,,
555,1796-04-01,7.773,1.16,,,,,,
556,1796-05-01,11.273,0.955,,,,,,
557,1796-06-01,14.216,2.923,,,,,,
558,1796-07-01,14.314,0.9640000000000001,,,,,,
559,1796-08-01,14.722,2.7769999999999997,,,,,,
560,1796-09-01,12.012,1.919,,,,,,
561,1796-10-01,8.924,1.2830000000000001,,,,,,
562,1796-11-01,5.702000000000001,1.456,,,,,,
563,1796-12-01,1.259,3.452,,,,,,
564,1797-01-01,4.396,2.397,,,,,,
565,1797-02-01,4.957,2.5639999999999996,,,,,,
566,1797-03-01,4.056,2.948,,,,,,
567,1797-04-01,6.6,3.3110000000000004,,,,,,
568,1797-05-01,10.417,2.432,,,,,,
569,1797-06-01,13.852,1.014,,,,,,
570,1797-07-01,14.107,1.6130000000000002,,,,,,
571,1797-08-01,14.04,1.713,,,,,,
572,1797-09-01,12.459,1.7719999999999998,,,,,,
573,1797-10-01,9.191,1.3319999999999999,,,,,,
574,1797-11-01,4.777,1.7269999999999999,,,,,,
575,1797-12-01,3.275,1.725,,,,,,
576,1798-01-01,2.6790000000000003,1.9669999999999999,,,,,,
577,1798-02-01,3.213,2.0340000000000003,,,,,,
578,1798-03-01,7.007999999999999,2.537,,,,,,
579,1798-04-01,8.083,1.85,,,,,,
580,1798-05-01,11.768999999999998,2.029,,,,,,
581,1798-06-01,13.245999999999999,0.7929999999999999,,,,,,
582,1798-07-01,14.951,1.281,,,,,,
583,1798-08-01,14.754,2.0469999999999997,,,,,,
584,1798-09-01,11.627,1.6869999999999998,,,,,,
585,1798-10-01,8.655,1.024,,,,,,
586,1798-11-01,6.0310000000000015,2.6289999999999996,,,,,,
587,1798-12-01,2.0269999999999997,2.9619999999999997,,,,,,
588,1799-01-01,1.923,2.229,,,,,,
589,1799-02-01,2.0780000000000003,2.891,,,,,,
590,1799-03-01,3.986,1.5619999999999998,,,,,,
591,1799-04-01,8.786,2.533,,,,,,
592,1799-05-01,11.353,1.545,,,,,,
593,1799-06-01,13.68,0.873,,,,,,
594,1799-07-01,14.869000000000002,1.308,,,,,,
595,1799-08-01,14.086,1.083,,,,,,
596,1799-09-01,12.311,1.3780000000000001,,,,,,
597,1799-10-01,9.606,1.369,,,,,,
598,1799-11-01,5.904,1.8940000000000001,,,,,,
599,1799-12-01,3.487,2.1959999999999997,,,,,,
600,1800-01-01,2.815,1.844,,,,,,
601,1800-02-01,3.634,2.6,,,,,,
602,1800-03-01,4.452,2.613,,,,,,
603,1800-04-01,9.125,2.168,,,,,,
604,1800-05-01,11.097,1.725,,,,,,
605,1800-06-01,13.606,1.169,,,,,,
606,1800-07-01,13.763,0.9329999999999999,,,,,,
607,1800-08-01,13.619000000000002,1.4169999999999998,,,,,,
608,1800-09-01,10.795,1.62,,,,,,
609,1800-10-01,9.469,1.643,,,,,,
610,1800-11-01,5.572,1.264,,,,,,
611,1800-12-01,3.864,1.6280000000000001,,,,,,
612,1801-01-01,2.6870000000000003,1.922,,,,,,
613,1801-02-01,3.149,2.045,,,,,,
614,1801-03-01,6.455,1.3359999999999999,,,,,,
615,1801-04-01,7.404,1.619,,,,,,
616,1801-05-01,12.123,1.541,,,,,,
617,1801-06-01,12.536,0.877,,,,,,
618,1801-07-01,14.675999999999998,1.56,,,,,,
619,1801-08-01,13.187,1.2229999999999999,,,,,,
620,1801-09-01,11.462,1.3840000000000001,,,,,,
621,1801-10-01,9.099,1.2670000000000001,,,,,,
622,1801-11-01,5.72,1.681,,,,,,
623,1801-12-01,4.577999999999999,2.525,,,,,,
624,1802-01-01,3.74,1.905,,,,,,
625,1802-02-01,2.8280000000000003,2.053,,,,,,
626,1802-03-01,5.2010000000000005,2.7060000000000004,,,,,,
627,1802-04-01,7.6229999999999976,1.464,,,,,,
628,1802-05-01,10.457,1.82,,,,,,
629,1802-06-01,14.470999999999998,1.253,,,,,,
630,1802-07-01,14.628,1.155,,,,,,
631,1802-08-01,14.039,1.5859999999999999,,,,,,
632,1802-09-01,11.787999999999998,2.141,,,,,,
633,1802-10-01,9.747,1.6119999999999999,,,,,,
634,1802-11-01,5.535,2.146,,,,,,
635,1802-12-01,2.881,2.347,,,,,,
636,1803-01-01,0.6019999999999999,2.026,,,,,,
637,1803-02-01,1.443,2.887,,,,,,
638,1803-03-01,4.875,2.061,,,,,,
639,1803-04-01,9.291,1.9140000000000001,,,,,,
640,1803-05-01,11.795,0.898,,,,,,
641,1803-06-01,13.821,0.7659999999999999,,,,,,
642,1803-07-01,15.106,0.9440000000000001,,,,,,
643,1803-08-01,15.366,1.252,,,,,,
644,1803-09-01,12.33,1.2590000000000001,,,,,,
645,1803-10-01,9.119,1.479,,,,,,
646,1803-11-01,5.961,1.8430000000000002,,,,,,
647,1803-12-01,2.327,2.269,,,,,,
648,1804-01-01,2.4450000000000003,2.6830000000000003,,,,,,
649,1804-02-01,1.939,2.293,,,,,,
650,1804-03-01,4.425,2.186,,,,,,
651,1804-04-01,10.057,1.117,,,,,,
652,1804-05-01,12.107,1.274,,,,,,
653,1804-06-01,13.774,1.58,,,,,,
654,1804-07-01,15.774000000000001,1.318,,,,,,
655,1804-08-01,14.511,1.08,,,,,,
656,1804-09-01,12.468,2.6439999999999997,,,,,,
657,1804-10-01,9.282,1.2309999999999999,,,,,,
658,1804-11-01,7.1320000000000014,2.099,,,,,,
659,1804-12-01,2.224,2.597,,,,,,
660,1805-01-01,2.822,2.512,,,,,,
661,1805-02-01,2.557,2.455,,,,,,
662,1805-03-01,5.76,1.4980000000000002,,,,,,
663,1805-04-01,8.123,1.291,,,,,,
664,1805-05-01,11.104,1.216,,,,,,
665,1805-06-01,14.027,1.368,,,,,,
666,1805-07-01,14.702,1.151,,,,,,
667,1805-08-01,15.27,1.021,,,,,,
668,1805-09-01,12.039,1.831,,,,,,
669,1805-10-01,7.635999999999999,1.6030000000000002,,,,,,
670,1805-11-01,4.555,2.399,,,,,,
671,1805-12-01,4.158,1.922,,,,,,
672,1806-01-01,2.9170000000000003,2.167,,,,,,
673,1806-02-01,2.937,2.079,,,,,,
674,1806-03-01,4.691,1.557,,,,,,
675,1806-04-01,8.032,1.7719999999999998,,,,,,
676,1806-05-01,11.503,1.426,,,,,,
677,1806-06-01,12.418,0.8370000000000001,,,,,,
678,1806-07-01,13.923,1.505,,,,,,
679,1806-08-01,14.593,1.361,,,,,,
680,1806-09-01,12.549,1.7530000000000001,,,,,,
681,1806-10-01,8.426,1.113,,,,,,
682,1806-11-01,5.231,1.5419999999999998,,,,,,
683,1806-12-01,3.989,1.729,,,,,,
684,1807-01-01,1.0550000000000002,2.3930000000000002,,,,,,
685,1807-02-01,4.0939999999999985,2.677,,,,,,
686,1807-03-01,4.788,2.253,,,,,,
687,1807-04-01,6.970999999999999,1.26,,,,,,
688,1807-05-01,9.331,0.93,,,,,,
689,1807-06-01,13.293,1.271,,,,,,
690,1807-07-01,14.138,1.605,,,,,,
691,1807-08-01,13.799,1.525,,,,,,
692,1807-09-01,12.614999999999998,1.18,,,,,,
693,1807-10-01,8.857000000000003,1.193,,,,,,
694,1807-11-01,6.015,1.588,,,,,,
695,1807-12-01,4.420999999999999,1.232,,,,,,
696,1808-01-01,1.131,4.1110000000000015,,,,,,
697,1808-02-01,2.142,2.175,,,,,,
698,1808-03-01,4.3610000000000015,3.02,,,,,,
699,1808-04-01,7.4819999999999975,1.459,,,,,,
700,1808-05-01,9.357,2.068,,,,,,
701,1808-06-01,13.428999999999998,1.585,,,,,,
702,1808-07-01,14.491,1.676,,,,,,
703,1808-08-01,13.047,1.227,,,,,,
704,1808-09-01,12.710999999999999,1.6880000000000002,,,,,,
705,1808-10-01,7.971999999999999,1.48,,,,,,
706,1808-11-01,4.5120000000000005,1.7719999999999998,,,,,,
707,1808-12-01,0.887,1.7009999999999998,,,,,,
708,1809-01-01,0.20800000000000016,2.59,,,,,,
709,1809-02-01,0.8559999999999999,2.818,,,,,,
710,1809-03-01,3.425,1.666,,,,,,
711,1809-04-01,7.8329999999999975,2.498,,,,,,
712,1809-05-01,9.243,1.304,,,,,,
713,1809-06-01,12.998,1.348,,,,,,
714,1809-07-01,12.656,1.4809999999999999,,,,,,
715,1809-08-01,12.905,1.6669999999999998,,,,,,
716,1809-09-01,10.967,1.633,,,,,,
717,1809-10-01,8.65,3.554,,,,,,
718,1809-11-01,3.0989999999999998,2.478,,,,,,
719,1809-12-01,2.077,2.588,,,,,,
720,1810-01-01,0.8880000000000001,3.258,,,,,,
721,1810-02-01,2.391,2.403,,,,,,
722,1810-03-01,5.0139999999999985,4.457,,,,,,
723,1810-04-01,6.5329999999999995,2.229,,,,,,
724,1810-05-01,9.068999999999999,1.9069999999999998,,,,,,
725,1810-06-01,11.934,2.281,,,,,,
726,1810-07-01,12.550999999999998,2.016,,,,,,
727,1810-08-01,12.041,1.212,,,,,,
728,1810-09-01,9.532,1.247,,,,,,
729,1810-10-01,6.6320000000000014,1.989,,,,,,
730,1810-11-01,3.827,2.64,,,,,,
731,1810-12-01,2.66,2.093,,,,,,
732,1811-01-01,1.374,2.323,,,,,,
733,1811-02-01,0.4500000000000002,3.475,,,,,,
734,1811-03-01,3.701,1.808,,,,,,
735,1811-04-01,6.3020000000000005,1.422,,,,,,
736,1811-05-01,9.443,1.663,,,,,,
737,1811-06-01,12.137,1.706,,,,,,
738,1811-07-01,11.956,1.383,,,,,,
739,1811-08-01,13.326,2.289,,,,,,
740,1811-09-01,10.368,1.931,,,,,,
741,1811-10-01,6.58,2.863,,,,,,
742,1811-11-01,3.503,1.8019999999999998,,,,,,
743,1811-12-01,3.174,2.484,,,,,,
744,1812-01-01,0.977,4.545,,,,,,
745,1812-02-01,0.13100000000000026,3.062,,,,,,
746,1812-03-01,2.044,1.805,,,,,,
747,1812-04-01,6.9499999999999975,1.984,,,,,,
748,1812-05-01,9.579999999999998,1.2790000000000001,,,,,,
749,1812-06-01,12.005,1.1740000000000002,,,,,,
750,1812-07-01,14.355,1.463,,,,,,
751,1812-08-01,15.018,1.746,,,,,,
752,1812-09-01,10.185,2.052,,,,,,
753,1812-10-01,7.593,1.7930000000000001,,,,,,
754,1812-11-01,4.369,2.585,,,,,,
755,1812-12-01,1.348,2.1390000000000002,,,,,,
756,1813-01-01,-1.3849999999999998,2.191,,,,,,
757,1813-02-01,2.258,1.9580000000000002,,,,,,
758,1813-03-01,1.596,1.6219999999999999,,,,,,
759,1813-04-01,8.181999999999999,1.486,,,,,,
760,1813-05-01,11.367,3.826,,,,,,
761,1813-06-01,13.242,1.138,,,,,,
762,1813-07-01,14.521,0.877,,,,,,
763,1813-08-01,13.097,0.995,,,,,,
764,1813-09-01,12.339,1.743,,,,,,
765,1813-10-01,8.666,1.565,,,,,,
766,1813-11-01,6.825,1.315,,,,,,
767,1813-12-01,2.171,1.79,,,,,,
768,1814-01-01,1.5020000000000002,2.622,,,,,,
769,1814-02-01,1.689,2.121,,,,,,
770,1814-03-01,2.6639999999999997,2.259,,,,,,
771,1814-04-01,7.193,1.5,,,,,,
772,1814-05-01,9.417,2.3209999999999997,,,,,,
773,1814-06-01,12.818,0.9890000000000001,,,,,,
774,1814-07-01,12.532,1.8519999999999999,,,,,,
775,1814-08-01,12.668,1.453,,,,,,
776,1814-09-01,10.675999999999998,1.3319999999999999,,,,,,
777,1814-10-01,7.374,1.847,,,,,,
778,1814-11-01,6.739,3.428,,,,,,
779,1814-12-01,5.8290000000000015,4.298,,,,,,
780,1815-01-01,2.051,2.033,,,,,,
781,1815-02-01,2.273,2.386,,,,,,
782,1815-03-01,3.6630000000000003,2.3280000000000003,,,,,,
783,1815-04-01,6.587999999999999,2.3409999999999997,,,,,,
784,1815-05-01,9.845,1.8119999999999998,,,,,,
785,1815-06-01,11.162,1.242,,,,,,
786,1815-07-01,14.394,2.371,,,,,,
787,1815-08-01,13.209,1.348,,,,,,
788,1815-09-01,11.151,1.5030000000000001,,,,,,
789,1815-10-01,7.1370000000000005,2.295,,,,,,
790,1815-11-01,4.178,1.732,,,,,,
791,1815-12-01,1.2209999999999996,2.207,,,,,,
792,1816-01-01,2.737,2.7239999999999998,,,,,,
793,1816-02-01,0.6759999999999997,2.947,,,,,,
794,1816-03-01,3.905,1.9280000000000002,,,,,,
795,1816-04-01,7.606,2.129,,,,,,
796,1816-05-01,10.594,1.804,,,,,,
797,1816-06-01,11.79,1.087,,,,,,
798,1816-07-01,12.267,1.538,,,,,,
799,1816-08-01,12.57,1.2570000000000001,,,,,,
800,1816-09-01,10.39,0.7070000000000001,,,,,,
801,1816-10-01,5.699,3.583,,,,,,
802,1816-11-01,4.058,3.81,,,,,,
803,1816-12-01,0.9580000000000002,2.801,,,,,,
804,1817-01-01,1.54,2.451,,,,,,
805,1817-02-01,3.649,2.5469999999999997,,,,,,
806,1817-03-01,4.569,2.153,,,,,,
807,1817-04-01,7.8889999999999985,1.8359999999999999,,,,,,
808,1817-05-01,9.476,1.3940000000000001,,,,,,
809,1817-06-01,11.287,1.25,,,,,,
810,1817-07-01,12.072,1.057,,,,,,
811,1817-08-01,13.403,1.307,,,,,,
812,1817-09-01,8.812000000000003,1.178,,,,,,
813,1817-10-01,6.202999999999999,1.963,,,,,,
814,1817-11-01,4.638,1.6909999999999998,,,,,,
815,1817-12-01,0.16999999999999993,1.673,,,,,,
816,1818-01-01,1.2040000000000002,1.775,,,,,,
817,1818-02-01,0.7549999999999999,1.912,,,,,,
818,1818-03-01,5.565,2.177,,,,,,
819,1818-04-01,9.901,2.662,,,,,,
820,1818-05-01,11.247,1.4569999999999999,,,,,,
821,1818-06-01,13.825,2.26,,,,,,
822,1818-07-01,13.51,1.9,,,,,,
823,1818-08-01,13.166,0.996,,,,,,
824,1818-09-01,10.578,1.063,,,,,,
825,1818-10-01,6.654,1.704,,,,,,
826,1818-11-01,5.035,2.807,,,,,,
827,1818-12-01,2.5069999999999997,1.236,,,,,,
828,1819-01-01,1.0140000000000002,1.984,,,,,,
829,1819-02-01,2.286,1.995,,,,,,
830,1819-03-01,2.931,2.93,,,,,,
831,1819-04-01,7.029,1.344,,,,,,
832,1819-05-01,9.851,1.112,,,,,,
833,1819-06-01,12.526,1.5390000000000001,,,,,,
834,1819-07-01,13.038,1.17,,,,,,
835,1819-08-01,12.557,1.124,,,,,,
836,1819-09-01,10.893999999999998,1.052,,,,,,
837,1819-10-01,9.312,1.2229999999999999,,,,,,
838,1819-11-01,5.15,1.6269999999999998,,,,,,
839,1819-12-01,1.8419999999999999,1.883,,,,,,
840,1820-01-01,1.236,3.9,,,,,,
841,1820-02-01,2.145,2.004,,,,,,
842,1820-03-01,4.618,1.945,,,,,,
843,1820-04-01,8.7,1.168,,,,,,
844,1820-05-01,11.62,1.256,,,,,,
845,1820-06-01,13.323,0.912,,,,,,
846,1820-07-01,13.311,1.375,,,,,,
847,1820-08-01,11.978,1.317,,,,,,
848,1820-09-01,11.16,1.176,,,,,,
849,1820-10-01,7.587999999999999,1.605,,,,,,
850,1820-11-01,4.4430000000000005,1.074,,,,,,
851,1820-12-01,1.273,1.693,,,,,,
852,1821-01-01,2.999,1.5490000000000002,,,,,,
853,1821-02-01,3.758,2.0180000000000002,,,,,,
854,1821-03-01,5.4620000000000015,1.275,,,,,,
855,1821-04-01,7.738999999999999,0.858,,,,,,
856,1821-05-01,11.3,1.392,,,,,,
857,1821-06-01,12.607999999999999,1.4240000000000002,,,,,,
858,1821-07-01,13.039,1.2890000000000001,,,,,,
859,1821-08-01,13.145,1.482,,,,,,
860,1821-09-01,10.177999999999999,1.219,,,,,,
861,1821-10-01,8.535,0.924,,,,,,
862,1821-11-01,5.601,1.8019999999999998,,,,,,
863,1821-12-01,2.717,1.278,,,,,,
864,1822-01-01,2.759,2.416,,,,,,
865,1822-02-01,4.465,1.83,,,,,,
866,1822-03-01,7.787000000000001,2.016,,,,,,
867,1822-04-01,8.277999999999999,1.295,,,,,,
868,1822-05-01,10.485999999999999,1.159,,,,,,
869,1822-06-01,13.067,0.899,,,,,,
870,1822-07-01,14.212,1.068,,,,,,
871,1822-08-01,13.215,0.8959999999999999,,,,,,
872,1822-09-01,10.695,0.8690000000000001,,,,,,
873,1822-10-01,7.773999999999999,1.163,,,,,,
874,1822-11-01,4.501,1.345,,,,,,
875,1822-12-01,1.0210000000000004,1.547,,,,,,
876,1823-01-01,1.758,1.796,,,,,,
877,1823-02-01,1.966,1.93,,,,,,
878,1823-03-01,5.0680000000000005,1.192,,,,,,
879,1823-04-01,7.664999999999999,1.6769999999999998,,,,,,
880,1823-05-01,10.562999999999999,0.922,,,,,,
881,1823-06-01,13.958,1.125,,,,,,
882,1823-07-01,14.197000000000001,1.026,,,,,,
883,1823-08-01,13.13,0.6940000000000001,,,,,,
884,1823-09-01,10.198,1.083,,,,,,
885,1823-10-01,7.641999999999999,1.24,,,,,,
886,1823-11-01,4.508,2.079,,,,,,
887,1823-12-01,1.9709999999999999,1.5830000000000002,,,,,,
888,1824-01-01,2.6510000000000002,1.432,,,,,,
889,1824-02-01,2.679,1.784,,,,,,
890,1824-03-01,5.357,1.355,,,,,,
891,1824-04-01,8.375,1.288,,,,,,
892,1824-05-01,11.132,1.136,,,,,,
893,1824-06-01,13.427,1.953,,,,,,
894,1824-07-01,14.83,2.158,,,,,,
895,1824-08-01,13.437,0.924,,,,,,
896,1824-09-01,11.527999999999999,1.557,,,,,,
897,1824-10-01,8.197000000000001,0.774,,,,,,
898,1824-11-01,5.877000000000002,1.199,,,,,,
899,1824-12-01,5.0760000000000005,1.814,,,,,,
900,1825-01-01,3.213,1.913,,,,,,
901,1825-02-01,3.092,1.479,,,,,,
902,1825-03-01,5.365,1.646,,,,,,
903,1825-04-01,8.988,1.964,,,,,,
904,1825-05-01,10.751,1.325,,,,,,
905,1825-06-01,13.765,1.0490000000000002,,,,,,
906,1825-07-01,14.007,1.163,,,,,,
907,1825-08-01,13.269,1.335,,,,,,
908,1825-09-01,11.148,0.978,,,,,,
909,1825-10-01,7.978999999999999,1.261,,,,,,
910,1825-11-01,6.058,2.412,,,,,,
911,1825-12-01,3.037,1.569,,,,,,
912,1826-01-01,1.893,1.68,,,,,,
913,1826-02-01,1.5330000000000001,1.619,,,,,,
914,1826-03-01,4.888,1.669,,,,,,
915,1826-04-01,8.402999999999999,2.204,,,,,,
916,1826-05-01,11.803999999999998,0.826,,,,,,
917,1826-06-01,13.02,1.5390000000000001,,,,,,
918,1826-07-01,14.482,1.1340000000000001,,,,,,
919,1826-08-01,13.109000000000002,1.511,,,,,,
920,1826-09-01,11.177999999999999,1.7790000000000001,,,,,,
921,1826-10-01,8.459,1.7890000000000001,,,,,,
922,1826-11-01,6.634,1.145,,,,,,
923,1826-12-01,4.876,1.82,,,,,,
924,1827-01-01,3.593,2.3280000000000003,,,,,,
925,1827-02-01,4.415,1.952,,,,,,
926,1827-03-01,6.141,1.3559999999999999,,,,,,
927,1827-04-01,9.428999999999998,2.6689999999999996,,,,,,
928,1827-05-01,11.807,1.393,,,,,,
929,1827-06-01,13.548,1.228,,,,,,
930,1827-07-01,14.684,0.662,,,,,,
931,1827-08-01,13.694,0.79,,,,,,
932,1827-09-01,10.883,0.66,,,,,,
933,1827-10-01,8.51,1.222,,,,,,
934,1827-11-01,6.279,1.236,,,,,,
935,1827-12-01,2.722,1.827,,,,,,
936,1828-01-01,0.5950000000000002,2.036,,,,,,
937,1828-02-01,1.853,2.002,,,,,,
938,1828-03-01,5.729,1.871,,,,,,
939,1828-04-01,8.737,1.4709999999999999,,,,,,
940,1828-05-01,11.280999999999999,1.412,,,,,,
941,1828-06-01,14.124,1.081,,,,,,
942,1828-07-01,14.384,1.7530000000000001,,,,,,
943,1828-08-01,13.635,0.975,,,,,,
944,1828-09-01,10.079999999999998,1.078,,,,,,
945,1828-10-01,8.655999999999999,1.8319999999999999,,,,,,
946,1828-11-01,5.957000000000002,1.765,,,,,,
947,1828-12-01,2.9530000000000003,2.505,,,,,,
948,1829-01-01,2.032,1.931,,,,,,
949,1829-02-01,1.715,1.959,,,,,,
950,1829-03-01,5.061,1.294,,,,,,
951,1829-04-01,7.814999999999999,1.0,,,,,,
952,1829-05-01,11.335999999999999,1.123,,,,,,
953,1829-06-01,12.86,1.3119999999999998,,,,,,
954,1829-07-01,14.225,0.912,,,,,,
955,1829-08-01,13.399,0.86,,,,,,
956,1829-09-01,10.597999999999999,0.7759999999999999,,,,,,
957,1829-10-01,8.806000000000003,1.3119999999999998,,,,,,
958,1829-11-01,5.003,1.449,,,,,,
959,1829-12-01,2.452,1.909,,,,,,
960,1830-01-01,2.9570000000000003,2.346,,,,,,
961,1830-02-01,4.085,1.896,,,,,,
962,1830-03-01,4.4540000000000015,1.369,,,,,,
963,1830-04-01,8.841000000000003,1.0979999999999999,,,,,,
964,1830-05-01,10.202,1.01,,,,,,
965,1830-06-01,12.827,1.7180000000000002,,,,,,
966,1830-07-01,14.942,1.839,,,,,,
967,1830-08-01,13.386,0.643,,,,,,
968,1830-09-01,10.54,1.023,,,,,,
969,1830-10-01,7.9929999999999986,1.18,,,,,,
970,1830-11-01,7.4929999999999986,1.7280000000000002,,,,,,
971,1830-12-01,4.481,1.327,,,,,,
972,1831-01-01,2.182,2.217,,,,,,
973,1831-02-01,2.479,3.5410000000000004,,,,,,
974,1831-03-01,4.558,1.6159999999999999,,,,,,
975,1831-04-01,7.731,0.9079999999999999,,,,,,
976,1831-05-01,10.994000000000002,1.285,,,,,,
977,1831-06-01,13.203,1.882,,,,,,
978,1831-07-01,13.58,1.172,,,,,,
979,1831-08-01,12.49,0.7929999999999999,,,,,,
980,1831-09-01,9.946,0.9540000000000001,,,,,,
981,1831-10-01,7.83,1.068,,,,,,
982,1831-11-01,4.412,1.358,,,,,,
983,1831-12-01,2.265,1.584,,,,,,
984,1832-01-01,1.717,1.757,,,,,,
985,1832-02-01,1.8330000000000002,1.656,,,,,,
986,1832-03-01,4.65,1.374,,,,,,
987,1832-04-01,8.059,1.0590000000000002,,,,,,
988,1832-05-01,10.489,1.252,,,,,,
989,1832-06-01,12.857,1.126,,,,,,
990,1832-07-01,13.727,2.0669999999999997,,,,,,
991,1832-08-01,11.966,1.3090000000000002,,,,,,
992,1832-09-01,10.425999999999998,1.194,,,,,,
993,1832-10-01,8.634,0.983,,,,,,
994,1832-11-01,4.2620000000000005,1.9140000000000001,,,,,,
995,1832-12-01,0.7819999999999996,2.7939999999999996,,,,,,
996,1833-01-01,2.006,1.76,,,,,,
997,1833-02-01,2.815,1.354,,,,,,
998,1833-03-01,4.521,1.367,,,,,,
999,1833-04-01,7.869,1.0759999999999998,,,,,,
1000,1833-05-01,10.581,0.961,,,,,,
1001,1833-06-01,13.049,0.883,,,,,,
1002,1833-07-01,13.803,1.42,,,,,,
1003,1833-08-01,13.222,0.835,,,,,,
1004,1833-09-01,11.235999999999999,0.8190000000000001,,,,,,
1005,1833-10-01,7.899999999999999,1.1079999999999999,,,,,,
1006,1833-11-01,6.596,1.3880000000000001,,,,,,
1007,1833-12-01,2.5580000000000003,1.831,,,,,,
1008,1834-01-01,0.3340000000000001,2.032,,,,,,
1009,1834-02-01,2.329,1.483,,,,,,
1010,1834-03-01,5.7360000000000015,1.28,,,,,,
1011,1834-04-01,8.084999999999999,1.11,,,,,,
1012,1834-05-01,11.234000000000002,0.6970000000000001,,,,,,
1013,1834-06-01,12.799,0.7609999999999999,,,,,,
1014,1834-07-01,14.197000000000001,1.186,,,,,,
1015,1834-08-01,13.412,0.866,,,,,,
1016,1834-09-01,11.571,0.731,,,,,,
1017,1834-10-01,8.616999999999999,0.773,,,,,,
1018,1834-11-01,6.355,1.849,,,,,,
1019,1834-12-01,3.092,1.0590000000000002,,,,,,
1020,1835-01-01,2.551,1.755,,,,,,
1021,1835-02-01,2.967,1.464,,,,,,
1022,1835-03-01,4.507,1.136,,,,,,
1023,1835-04-01,7.768999999999999,1.079,,,,,,
1024,1835-05-01,10.171,1.4469999999999998,,,,,,
1025,1835-06-01,12.007,0.992,,,,,,
1026,1835-07-01,13.129,0.693,,,,,,
1027,1835-08-01,12.322,0.805,,,,,,
1028,1835-09-01,9.942,0.925,,,,,,
1029,1835-10-01,7.834999999999999,1.021,,,,,,
1030,1835-11-01,4.312,1.419,,,,,,
1031,1835-12-01,1.198,2.568,,,,,,
1032,1836-01-01,1.67,1.6980000000000002,,,,,,
1033,1836-02-01,2.371,1.611,,,,,,
1034,1836-03-01,5.448,1.208,,,,,,
1035,1836-04-01,7.314999999999999,0.983,,,,,,
1036,1836-05-01,10.279000000000002,1.297,,,,,,
1037,1836-06-01,12.549,0.893,,,,,,
1038,1836-07-01,13.646,0.6,,,,,,
1039,1836-08-01,12.83,1.3619999999999999,,,,,,
1040,1836-09-01,10.812,0.975,,,,,,
1041,1836-10-01,8.756,1.131,,,,,,
1042,1836-11-01,3.814,1.192,,,,,,
1043,1836-12-01,2.86,1.083,,,,,,
1044,1837-01-01,1.94,2.033,,,,,,
1045,1837-02-01,2.6189999999999998,1.893,,,,,,
1046,1837-03-01,3.865,1.3259999999999998,,,,,,
1047,1837-04-01,6.555999999999999,1.0170000000000001,,,,,,
1048,1837-05-01,9.972999999999999,1.574,,,,,,
1049,1837-06-01,12.099,0.7979999999999999,,,,,,
1050,1837-07-01,13.526,1.618,,,,,,
1051,1837-08-01,13.018,1.224,,,,,,
1052,1837-09-01,10.805,0.664,,,,,,
1053,1837-10-01,7.653,0.851,,,,,,
1054,1837-11-01,4.1690000000000005,1.307,,,,,,
1055,1837-12-01,2.285,1.186,,,,,,
1056,1838-01-01,-0.5569999999999999,1.999,,,,,,
1057,1838-02-01,1.5630000000000002,1.6219999999999999,,,,,,
1058,1838-03-01,3.723,1.472,,,,,,
1059,1838-04-01,7.382999999999999,1.339,,,,,,
1060,1838-05-01,9.985,0.8220000000000001,,,,,,
1061,1838-06-01,12.742,0.631,,,,,,
1062,1838-07-01,14.367,0.884,,,,,,
1063,1838-08-01,13.568,0.986,,,,,,
1064,1838-09-01,11.106,0.889,,,,,,
1065,1838-10-01,8.526,1.021,,,,,,
1066,1838-11-01,5.16,1.044,,,,,,
1067,1838-12-01,2.613,1.239,,,,,,
1068,1839-01-01,2.156,1.681,,,,,,
1069,1839-02-01,3.482,1.546,,,,,,
1070,1839-03-01,2.673,1.493,,,,,,
1071,1839-04-01,7.891999999999999,0.92,,,,,,
1072,1839-05-01,10.289,0.68,,,,,,
1073,1839-06-01,12.548,0.8390000000000001,,,,,,
1074,1839-07-01,14.411,0.9420000000000001,,,,,,
1075,1839-08-01,14.07,1.296,,,,,,
1076,1839-09-01,10.853,0.7140000000000001,,,,,,
1077,1839-10-01,8.219,0.972,,,,,,
